timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-08-01T13:47:58,BERT Sentiment Analysis: bert-base-multilingual-uncased,ef731780-4163-486e-bc1a-4389cbc89898,587.5540707111359,0.0125182178938976,0.0213056440554422,42.5,96.714,4.7559428215026855,0.0069363329491681,0.0157842550021076,0.000776189576975,0.0234967775282508,Taiwan,TWN,taipei city,,,Linux-5.4.188+-x86_64-with-Ubuntu-18.04-bionic,3.7.13,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla P100-PCIE-16GB,121.5324,25.0504,12.682514190673828,machine,N
2022-08-01T14:10:35,BERT Sentiment Analysis: bert-base-cased,384b9cf0-be26-4e70-b2b0-30901af3c661,608.3706157207489,0.013139498591008117,0.021597852117564043,42.5,98.688,4.7559428215026855,0.007182105829980638,0.016677125752131143,0.0008036939111555767,0.024662925493267356,Taiwan,TWN,taipei city,,,Linux-5.4.188+-x86_64-with-Ubuntu-18.04-bionic,3.7.13,2,Intel(R) Xeon(R) CPU @ 2.30GHz,1,1 x Tesla P100-PCIE-16GB,121.5324,25.0504,12.682514190673828,machine,N
